PREM data
depth[km] rho[kg/m3] g[m/s2]
 927.0 4537.1   9.98
 928.0 4537.7   9.98
 929.0 4538.3   9.98
 930.0 4538.9   9.98
 931.0 4539.5   9.98
 932.0 4540.1   9.98
 933.0 4540.7   9.97
 934.0 4541.3   9.97
 935.0 4541.9   9.97
 936.0 4542.5   9.97
 937.0 4543.1   9.97
 938.0 4543.7   9.97
 939.0 4544.2   9.97
 940.0 4544.8   9.97
 941.0 4545.4   9.97
 942.0 4546.0   9.97
 943.0 4546.6   9.97
 944.0 4547.2   9.97
 945.0 4547.8   9.97
 946.0 4548.4   9.97
 947.0 4549.0   9.97
 948.0 4549.6   9.97
 949.0 4550.2   9.97
 950.0 4550.7   9.97
 951.0 4551.3   9.97
 952.0 4551.9   9.97
 953.0 4552.5   9.97
 954.0 4553.1   9.97
 955.0 4553.7   9.97
 956.0 4554.3   9.97
 957.0 4554.9   9.97
 958.0 4555.5   9.97
 959.0 4556.1   9.97
 960.0 4556.6   9.97
 961.0 4557.2   9.97
 962.0 4557.8   9.97
 963.0 4558.4   9.97
 964.0 4559.0   9.97
 965.0 4559.6   9.97
 966.0 4560.2   9.97
 967.0 4560.8   9.97
 968.0 4561.3   9.97
 969.0 4561.9   9.97
 970.0 4562.5   9.97
 971.0 4563.1   9.97
 972.0 4563.7   9.97
 973.0 4564.3   9.97
 974.0 4564.9   9.97
 975.0 4565.5   9.97
 976.0 4566.0   9.97
 977.0 4566.6   9.97
 978.0 4567.2   9.97
 979.0 4567.8   9.97
 980.0 4568.4   9.97
 981.0 4569.0   9.97
 982.0 4569.6   9.97
 983.0 4570.2   9.97
 984.0 4570.7   9.97
 985.0 4571.3   9.97
 986.0 4571.9   9.97
 987.0 4572.5   9.97
